,Date,Action,Ticker,Quantity,Price,Cash
0,2017-01-31,BUY,GLD,1423,113.97000122070312,837820.6882629395
1,2017-01-31,BUY,SPY,2024,199.31219482421875,434412.8059387207
2,2017-01-31,BUY,TLT,4458,97.37832641601562,300.2267761230469
3,2017-02-28,SELL,SPY,1323,207.6858673095703,275068.62922668457
4,2017-02-28,BUY,GLD,127,119.12000274658203,259940.38887786865
5,2017-02-28,BUY,TLT,2619,99.24152374267578,26.83819580078125
6,2017-03-31,SELL,TLT,204,98.67029571533203,20155.578521728516
7,2017-03-31,BUY,GLD,57,118.47000122070312,13402.788452148438
8,2017-03-31,BUY,SPY,64,207.8679962158203,99.2366943359375
9,2017-04-28,SELL,TLT,890,100.29222106933594,89359.31344604492
10,2017-04-28,BUY,GLD,256,120.38999938964844,58539.47360229492
11,2017-04-28,BUY,SPY,278,209.90017700195312,187.22439575195312
12,2017-05-31,SELL,SPY,81,212.45130920410156,17395.78044128418
13,2017-05-31,SELL,TLT,435,102.15637969970703,61833.80561065674
14,2017-05-31,BUY,GLD,514,120.13999938964844,81.8459243774414
15,2017-06-30,SELL,SPY,9,213.35476684570312,2002.0388259887695
16,2017-06-30,SELL,TLT,1130,103.46176147460938,118913.82929229736
17,2017-06-30,BUY,GLD,1005,118.31999969482422,2.2295989990234375
18,2017-07-31,SELL,SPY,116,218.26979064941406,25321.525314331055
19,2017-07-31,SELL,TLT,74,102.41902160644531,32900.53291320801
20,2017-07-31,BUY,GLD,272,120.69000244140625,72.85224914550781
21,2017-08-31,SELL,GLD,36,124.36000061035156,4549.812271118164
22,2017-08-31,SELL,TLT,94,105.72358703613281,14487.829452514648
23,2017-08-31,BUY,SPY,66,217.4742431640625,134.52940368652344
24,2017-09-29,SELL,GLD,268,122.20999908447266,32886.809158325195
25,2017-09-29,BUY,SPY,13,222.4091339111328,29995.49041748047
26,2017-09-29,BUY,TLT,288,103.34280395507812,232.76287841796875
27,2017-10-31,SELL,SPY,144,228.09486389160156,33078.423278808594
28,2017-10-31,BUY,GLD,127,121.12999725341797,17694.91362762451
29,2017-10-31,BUY,TLT,170,103.50202941894531,99.5686264038086
30,2017-11-30,SELL,SPY,92,233.38966369628906,21571.417686462402
31,2017-11-30,SELL,TLT,25,104.65483856201172,24187.788650512695
32,2017-11-30,BUY,GLD,198,122.04000091552734,23.86846923828125
33,2017-12-29,SELL,SPY,96,239.19017028808594,22986.12481689453
34,2017-12-29,SELL,TLT,145,106.02793884277344,38360.17594909668
35,2017-12-29,BUY,GLD,312,122.8499984741211,30.976425170898438
36,2018-01-31,SELL,GLD,249,126.80000305175781,31604.177185058594
37,2018-01-31,SELL,SPY,132,251.5929718017578,64814.449462890625
38,2018-01-31,BUY,TLT,634,102.13545227050781,60.572723388671875
39,2018-02-28,SELL,GLD,469,125.12999725341797,58746.5414352417
40,2018-02-28,SELL,SPY,37,245.0478515625,67813.3119430542
41,2018-02-28,BUY,TLT,685,98.9842529296875,9.098686218261719
42,2018-03-30,SELL,GLD,377,125.79000091552734,47431.92903137207
43,2018-03-30,SELL,SPY,52,235.9166259765625,59699.59358215332
44,2018-03-30,BUY,TLT,582,102.46200561523438,66.70631408691406
45,2018-04-30,SELL,GLD,362,125.5,45497.706314086914
46,2018-04-30,BUY,SPY,9,238.9736785888672,43346.94320678711
47,2018-04-30,BUY,TLT,430,100.14556121826172,284.3518829345703
48,2018-05-31,SELL,TLT,6868,102.50214385986328,704269.0759124756
49,2018-05-31,BUY,GLD,4554,123.37000274658203,142442.08340454102
50,2018-05-31,BUY,SPY,582,244.3976593017578,202.64569091796875
51,2018-06-29,SELL,SPY,39,243.94613647460938,9716.545013427734
52,2018-06-29,SELL,TLT,1,103.34957885742188,9819.894592285156
53,2018-06-29,BUY,GLD,83,118.22000122070312,7.634490966796875
54,2018-07-31,SELL,GLD,24,115.6500015258789,2783.2345275878906
55,2018-07-31,BUY,SPY,11,252.1049041748047,10.080581665039062
56,2018-08-31,SELL,SPY,925,261.4255065917969,241828.67417907715
57,2018-08-31,BUY,GLD,2128,113.63999938964844,2.7554779052734375
58,2018-09-28,SELL,SPY,1,262.96173095703125,265.7172088623047
59,2018-09-28,BUY,GLD,2,112.05000305175781,41.61720275878906
60,2018-10-31,SELL,GLD,6276,115.80000305175781,726802.4363555908
61,2018-10-31,BUY,SPY,878,242.2280731201172,514126.18815612793
62,2018-10-31,BUY,TLT,5274,97.4679183959961,80.38653564453125
63,2018-11-30,SELL,TLT,523,98.33785247802734,51511.08338165283
64,2018-11-30,BUY,GLD,163,115.73999786376953,32645.4637298584
65,2018-11-30,BUY,SPY,131,247.84564208984375,177.6846160888672
66,2018-12-22,SELL,SPY,1009,219.0116424560547,221160.43185424805
67,2018-12-31,SELL,GLD,358,121.05999755859375,264499.9109802246
68,2018-12-31,BUY,SPY,927,225.4264373779297,55529.60353088379
69,2018-12-31,BUY,TLT,533,104.08808898925781,50.652099609375
70,2019-01-31,SELL,SPY,73,243.46961975097656,17823.934341430664
71,2019-01-31,BUY,GLD,141,124.69000244140625,242.6439971923828
72,2019-01-31,BUY,TLT,2,103.98487854003906,34.67424011230469
73,2019-02-28,SELL,TLT,156,103.78894805908203,16225.750137329102
74,2019-02-28,BUY,GLD,95,124.69000244140625,4380.199905395508
75,2019-02-28,BUY,SPY,17,254.04261779785156,61.47540283203125
76,2019-03-29,SELL,TLT,513,109.30230712890625,56133.55895996094
77,2019-03-29,BUY,GLD,407,121.9000015258789,6520.258338928223
78,2019-03-29,BUY,SPY,25,256.5416564941406,106.71692657470703
79,2019-04-30,SELL,SPY,106,268.568603515625,28574.988899230957
80,2019-04-30,SELL,TLT,141,106.47913360595703,43588.5467376709
81,2019-04-30,BUY,GLD,360,120.83000183105469,89.74607849121094
82,2019-05-31,SELL,TLT,535,112.93025970458984,60507.43502044678
83,2019-05-31,BUY,GLD,368,121.69000244140625,15725.514122009277
84,2019-05-31,BUY,SPY,61,255.00628662109375,170.1306381225586
85,2019-06-28,SELL,GLD,214,132.83999633789062,28597.889854431152
86,2019-06-28,SELL,TLT,29,115.50870513916016,31947.642303466797
87,2019-06-28,BUY,SPY,119,267.6982421875,91.55148315429688
88,2019-07-31,SELL,GLD,337,134.97999572753906,45579.81004333496
89,2019-07-31,SELL,SPY,7,276.1655578613281,47512.96894836426
90,2019-07-31,BUY,TLT,413,114.80347442626953,99.1340103149414
91,2019-08-30,SELL,GLD,196,144.1199951171875,28346.65305328369
92,2019-08-30,SELL,TLT,514,128.47845458984375,94384.57871246338
93,2019-08-30,BUY,SPY,351,268.6901550292969,74.33429718017578
94,2019-09-30,SELL,SPY,44,272.53265380859375,12065.7710647583
95,2019-09-30,BUY,GLD,20,141.05999755859375,9244.571113586426
96,2019-09-30,BUY,TLT,74,124.76334381103516,12.083671569824219
97,2019-10-31,SELL,GLD,22,141.02000427246094,3114.523765563965
98,2019-10-31,SELL,SPY,58,280.59600830078125,19389.092247009277
99,2019-10-31,BUY,TLT,158,122.03083038330078,108.2210464477539
100,2019-11-29,SELL,SPY,156,291.05828857421875,45513.31406402588
101,2019-11-29,BUY,GLD,187,137.00999450683594,19892.44509124756
102,2019-11-29,BUY,TLT,161,123.43669891357422,19.136566162109375
103,2019-12-31,SELL,GLD,151,142.6300048828125,21556.267303466797
104,2019-12-31,BUY,SPY,17,297.6810302734375,16495.68978881836
105,2019-12-31,BUY,TLT,136,120.41433715820312,119.33993530273438
106,2020-01-31,SELL,GLD,231,148.47000122070312,34415.910217285156
107,2020-01-31,SELL,SPY,11,303.8001403808594,37757.71176147461
108,2020-01-31,BUY,TLT,296,127.24392700195312,93.50936889648438
109,2020-02-28,SELL,GLD,200,154.0,30893.509368896484
110,2020-02-28,BUY,SPY,76,275.8288269042969,9930.518524169922
111,2020-02-28,BUY,TLT,73,133.89059448242188,156.505126953125
112,2020-03-13,SELL,SPY,1138,230.02886962890625,261929.35876464844
113,2020-03-31,SELL,GLD,39,152.9199981689453,267893.2386932373
114,2020-03-31,SELL,TLT,519,146.83685302734375,344101.5654144287
115,2020-03-31,BUY,SPY,1410,244.00851440429688,49.56010437011719
116,2020-04-30,SELL,GLD,11,161.72999572753906,1828.5900573730469
117,2020-04-30,SELL,TLT,128,149.1620635986328,20921.334197998047
118,2020-04-30,BUY,SPY,76,273.440673828125,139.84298706054688
119,2020-05-29,SELL,TLT,92,143.7959442138672,13369.069854736328
120,2020-05-29,BUY,GLD,16,161.72000122070312,10781.549835205078
121,2020-05-29,BUY,SPY,37,282.54266357421875,327.4712829589844
122,2020-06-30,SELL,GLD,39,166.6300048828125,6826.041473388672
123,2020-06-30,BUY,SPY,4,285.18157958984375,5685.315155029297
124,2020-06-30,BUY,TLT,37,146.01962280273438,282.589111328125
125,2020-07-31,SELL,GLD,295,183.75999450683594,54491.78749084473
126,2020-07-31,SELL,SPY,20,303.4468688964844,60560.724868774414
127,2020-07-31,BUY,TLT,398,151.85275268554688,123.32929992675781
128,2020-08-31,SELL,GLD,285,184.38999938964844,52674.47912597656
129,2020-08-31,SELL,SPY,146,328.38134765625,100618.15588378906
130,2020-08-31,BUY,TLT,702,143.1461639404297,129.54879760742188
131,2020-09-30,SELL,GLD,35,178.19000244140625,6366.198883056641
132,2020-09-30,SELL,SPY,21,312.5706481933594,12930.182495117188
133,2020-09-30,BUY,TLT,88,146.61656188964844,27.925048828125
134,2020-10-30,SELL,GLD,101,175.39999389648438,17743.324432373047
135,2020-10-30,SELL,SPY,129,310.322998046875,57774.99118041992
136,2020-10-30,BUY,TLT,407,141.69337463378906,105.78770446777344
137,2020-11-30,SELL,SPY,278,342.0060729980469,95183.4759979248
138,2020-11-30,BUY,GLD,113,167.7899932861328,76223.2067565918
139,2020-11-30,BUY,TLT,533,142.80816650390625,106.45401000976562
140,2020-12-31,SELL,GLD,198,177.6999969482422,35291.05340576172
141,2020-12-31,SELL,SPY,243,351.3215637207031,120662.19338989258
142,2020-12-31,BUY,TLT,857,140.6735076904297,104.99729919433594
143,2005-01-04,SELL,GLD,2155,43.02000045776367,92813.09828567505
